type,variable,action,logical,physical,task,period (ms),
paldd,solar_dsc05_roof_l22_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc05_roof_l23_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc06_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc06_roof_l12_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc06_roof_l24_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc07_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc07_roof_r31_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc07_roof_r41_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc08_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc08_roof_r32_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc08_roof_r33_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc09_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc09_roof_r34_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc09_roof_r42_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc10_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc10_tail_l11_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc10_tail_l21_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc11_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc11_tail_l22_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc11_tail_l23_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc12_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc12_tail_r32_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc12_tail_r33_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc13_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc13_tail_r31_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_dsc13_tail_r41_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_total_energy,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,solar_total_power,write,Solar controller,vehicle_control_unit,sol_task,50,
paldd,ssc_power_mode,read,Solar controller,vehicle_control_unit,sol_task,50,
paldd,state_of_charge_lv,read,Solar controller,vehicle_control_unit,sol_task,50,
paldd,tms_power_mode,read,Solar controller,vehicle_control_unit,sol_task,50,
paldd,actual_operating_mode_dt,read,Steering manager,vehicle_control_unit,stm_task,50,
paldd,ac_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,active_vehicle_state,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,actual_operating_mode_tms,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,air_distribution_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,bat_coolant_mode,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,blower_speed_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,cabin_temp_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,cabin_temp_setpoint_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,charge_mode,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,clim_contr_mode_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,coolant_level_low,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,coolant_power_hv,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,coolant_power_lv,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,defog_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,dt_coolant_mode,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,fan_fhu_speed,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,hvac_power_hv,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,hvac_power_lv,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,hvh_power,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,ivi_ac_request,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,ivi_air_distribution_request,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,ivi_blower_speed_request,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,ivi_cabin_temp_request,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,ivi_clim_contr_mode_request,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,ivi_defog_request,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,ivi_recirculation_request,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,max_power_draw_tms,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,operating_mode_tms,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_inverter_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_inverter_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_inverter_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_inverter_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_motor_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_motor_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_motor_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_loss_motor_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,powerloss_hv,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,powerloss_hvlv,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,powerloss_obc,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,pump_bat_speed,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,pump_dt_speed,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,recirculation_actual,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,shutter_grille_position,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_hv_battery,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_hv_lv_converter,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_int_high_hv_battery,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_int_low_hv_battery,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_inverter_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_inverter_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_inverter_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_inverter_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_motor_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_motor_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_motor_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_motor_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_actual_obc,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_hv_battery,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_hv_lv_converter,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_inverter_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_inverter_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_inverter_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_inverter_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_motor_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_motor_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_motor_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_max_motor_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_hv_battery,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_hv_lv_converter,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_inverter_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_inverter_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_inverter_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_inverter_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_motor_fl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_motor_fr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_motor_rl,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temp_min_motor_rr,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,temperature_ambient,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tms_hmi_scenario,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tms_system_fault,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_clnt_error_codes,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_comp_capacity_act_c21,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_coolant_q_chill_act,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_coolant_q_chill_ref_bachi,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_ctrl_ip_bus_sc_pti24,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_ctrl_ip_bus_sh_pti21,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_ctrl_ip_bus_sh_pti22,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_fan_speed_actual_fan31,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_fhu_ctrl_airflow,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_3wv_13,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_3wv_14,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_4wv_11,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_exv21,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_exv22,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_exv23,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_exv24,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_sov21,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_sov22,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_sov23,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pos_actual_sov24,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pressure_p21,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pressure_p22,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pump_speed_p11_req,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_pump_speed_p13_req,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t11,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t13,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t14,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t15,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t25,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t26,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t27,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t41,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t42,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,tmslog_temperature_t43,write,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,vehicle_speed,read,Thermal Management System,vehicle_control_unit,tms_task_500ms,500,
paldd,power_mode,read,Vehicle Power Controller,vehicle_control_unit,vpc_vcu_task_50ms,50,
paldd,actual_wiper_service_mode,write,Wiper manager,vehicle_control_unit,wiper_manager_task,50,
paldd,ext_wiper_and_washer_hmi_scenario,write,Wiper manager,vehicle_control_unit,wiper_manager_task,50,
paldd,ivi_wiper_service_request,read,Wiper manager,vehicle_control_unit,wiper_manager_task,50,
paldd,operating_mode_ignition,read,Wiper manager,vehicle_control_unit,wiper_manager_task,50,
paldd,washer_spray_request,read,Wiper manager,vehicle_control_unit,wiper_manager_task,50,
paldd,wipe_request,read,Wiper manager,vehicle_control_unit,wiper_manager_task,50,
