type,variable,action,logical,physical,task,period (ms)
paldd,gwy_vehicle_range_remaining,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_regen_efficiency,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_speed,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_speed_reliability,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vehicle_total_efficiency,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,gwy_vpc_hmi_scenario,read,CAN transmit,safety_control_unit_primary,scu_task_50ms,50
paldd,active_dt_gear,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_max_charge_current,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_max_discharge_current,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_operating_mode_dt,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_operating_mode_esc,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_operating_mode_tms,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_power_draw_dt,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_power_hv_to_lv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_power_obc_charge,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_power_regen_dt,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_solar_yield,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,authentication_level,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,belt_buckle_status,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,brake_pedal_applied,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,charge_allowed,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,charge_mode,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,charging_cable_plugged_in,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,closures_door_status,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,coolant_power_hv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,coolant_power_lv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,gear_select_action,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,gear_select_degradation_fault,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,gear_select_park_hold,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_avh_active,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_cpd_active,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_battery_actual_power,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_bms_voltext,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_current_draw,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_sop_charge,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_sop_discharge,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvac_power_hv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvac_power_lv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvbs_engage,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvbs_system_voltage,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,inv_bus_curr_fl,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,inv_bus_curr_fr,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,inv_bus_curr_rl,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,inv_bus_curr_rr,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_available_for_use,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_battery_actual_power,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_bms_current,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_bms_voltage,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,park_brake_engaged,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,park_brake_failed,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,power_mode,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,powerloss_hv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,powerloss_hvlv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,powerloss_obc,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,predicted_max_charge_current_1s,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,predicted_max_discharge_current_1s,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,remaining_energy_hv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,remaining_energy_lv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,safe_driving_gear_inhibit,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,safe_hv_cur_rampdown_req,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,solar_total_power,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,state_of_charge_hv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,state_of_charge_lv,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,temp_actual_hv_battery,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,vehicle_speed,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,vehicle_speed_reliability,read,Vehicle Power Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,operating_mode_ignition,read,Windows manager,safety_control_unit_primary,scu_task_50ms,50
paldd,acu_crash_detected,write,Airbags manager,safety_control_unit_primary,scu_task_10ms,10
paldd,acu_ignition_request,write,Airbags manager,safety_control_unit_primary,scu_task_10ms,10
paldd,airbag_hmi_scenario,write,Airbags manager,safety_control_unit_primary,scu_task_10ms,10
paldd,belt_buckle_status,write,Airbags manager,safety_control_unit_primary,scu_task_10ms,10
paldd,belt_reminder_status,write,Airbags manager,safety_control_unit_primary,scu_task_10ms,10
paldd,seat_occupant_status,write,Airbags manager,safety_control_unit_primary,scu_task_10ms,10
paldd,actual_avh_status,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,brake_hazard_lights_request,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,brake_hmi_scenario,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,brake_lights_request,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,brake_pedal_applied,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_ambient_temp,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_avh_enable,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_driver_out,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_epb_apply_cmd,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_operating_mode,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_prnd,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,hecu_prnd_valid,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,park_brake_engaged,write,Braking System Manager,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_closures_lock_lid,write,Closures manager,safety_control_unit_primary,scu_task_50ms,50
paldd,charging_lid_open_state,write,Closures manager,safety_control_unit_primary,scu_task_50ms,50
paldd,closure_button_action_scu,write,Closures manager,safety_control_unit_primary,scu_task_10ms,10
paldd,scu_hazard_lights_request,write,Driver Controls manager,safety_control_unit_primary,scu_task_50ms,50
paldd,scu_light_button_action,write,Driver Controls manager,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_grid_charging_current,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_input_power_obc_charge,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_max_charge_current,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_max_charge_soc,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_max_discharge_current,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_operating_mode_esc,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_power_hv_to_lv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,actual_power_obc_charge,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,bms_hvbs_aux_req,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,bms_hvbs_charge_aval_req,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,bms_hvbs_isolation_req,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,bms_hvbs_range_req,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,bms_hvbs_sleep_req,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,bms_hvbs_state_request,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,charge_mode,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,charging_cable_locked,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,charging_cable_plugged_in,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,esc_hmi_scenario,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,esc_power_mode,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,esc_ready_to_charge,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hlc_state,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_battery_actual_power,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_bms_voltext,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_bus_voltage,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_current_draw,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_sop_charge,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hv_sop_discharge,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvbs_system_voltage,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvbs_temperature_cell_max,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvbs_temperature_cell_min,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvbs_voltage_cell_max,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,hvbs_voltage_cell_min,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lead_acid_battery_voltage,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_available_for_use,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_battery_actual_power,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_bms_current,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_bms_temp_max,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_bms_voltage,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_2_1,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_2_2,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_2_3,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_2_4,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_3_1,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_3_2,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_3_3,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_cell_temp_3_4,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_error_flags,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_relay_state,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_relay_state_request,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,lv_voltage_12v,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_charger_state,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_0,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_1,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_2,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_3,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_4,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_5,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_6,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_7,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_8,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_error_9,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,obc_ssc_status,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,powerloss_hv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,powerloss_hvlv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,powerloss_obc,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,predicted_max_charge_current_1s,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,predicted_max_charge_power_1s,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,predicted_max_discharge_current_1s,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,predicted_max_discharge_power_1s,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,remaining_charge_time,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,remaining_energy_hv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,remaining_energy_lv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,scu_power_supply_voltage,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,state_of_charge_hv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,state_of_charge_lv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,temp_actual_hv_battery,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,temp_actual_hv_lv_converter,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,temp_actual_int_high_hv_battery,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,temp_actual_int_low_hv_battery,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,temp_actual_obc,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,total_energy_hv_and_lv,write,Energy Storage Controller,safety_control_unit_primary,scu_task_50ms,50
paldd,gear_select_action,write,Gear selector manager,safety_control_unit_primary,scu_task_10ms,10
paldd,gear_select_degradation_fault,write,Gear selector manager,safety_control_unit_primary,scu_task_10ms,10
paldd,gear_select_fault,write,Gear selector manager,safety_control_unit_primary,scu_task_10ms,10
paldd,gear_select_park_hold,write,Gear selector manager,safety_control_unit_primary,scu_task_10ms,10
paldd,active_dt_gear,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,actual_operating_mode_dt,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,actual_power_draw_dt,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,actual_power_regen_dt,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,actual_regen_intensity,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,driver_demand_torque,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,dt_system_fault,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_actual_unit_torque_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_actual_unit_torque_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_actual_unit_torque_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_actual_unit_torque_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_max_motor_torque_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_max_motor_torque_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_max_motor_torque_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_max_motor_torque_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_wheel_speed_raw_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_wheel_speed_raw_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_wheel_speed_raw_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,inv_wheel_speed_raw_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,motor_dc_current_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,motor_dc_current_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,motor_dc_current_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,motor_dc_current_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_inverter_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_inverter_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_inverter_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_inverter_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_motor_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_motor_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_motor_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,power_loss_motor_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,regenerative_brake_active,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,speed_control_status,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_inverter_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_inverter_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_inverter_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_inverter_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_motor_fl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_motor_fr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_motor_rl,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,temp_actual_motor_rr,write,Propulsion control,safety_control_unit_primary,scu_task_10ms,10
paldd,accelerator_pedal_reliability,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,accelerator_pedal_value,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,bms_hvbs_aux_link_volt,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,bms_hvbs_cntr_state_aux1,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,bms_hvbs_isolation_error,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,bms_hvbs_isolation_state,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,bms_hvbs_max_mod_temp,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,bms_hvbs_min_mod_temp,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,bms_hvbs_state,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,charge_allowed,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,crash_detected,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_abs_active,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_abs_fail_wl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_avh_active,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_avh_fail,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_brk_fluid_level_low,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_brk_pedal_act,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_brk_worn_front,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_brk_worn_rear,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_cpd_active,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_drp_active,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_drp_failed,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_epb_act_state,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_gen_diag_a,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_gen_diag_b,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hecu_park_brk_wl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,hvbs_engage,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_fl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_fl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_fr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_fr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_rl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_rl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_rr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_curr_rr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_fl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_fl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_fr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_fr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_rl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_rl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_rr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_bus_volt_rr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_fl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_fl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_fr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_fr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_rl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_rl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_rr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_inverter_temp_rr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_fl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_fl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_fr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_fr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_rl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_rl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_rr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_rot_spd_rr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_temp_fl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_temp_fl_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_temp_fr,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_temp_fr_rel,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
paldd,inv_motor_temp_rl,write,Safety Supervisor control,safety_control_unit_primary,interface_outputs_manager_update,10
